time,AdrActCnt,AdrBalCnt,AssetCompletionTime,AssetEODCompletionTime,BlkCnt,CapMVRVCur,CapMrktCurUSD,CapMrktEstUSD,FeeTotNtv,FlowInExNtv,FlowInExUSD,FlowOutExNtv,FlowOutExUSD,HashRate,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SplyCur,SplyExNtv,SplyExUSD,SplyExpFut10yr,TxCnt,TxTfrCnt,volume_reported_spot_usd_1d
2012-04-13,16330.0,630504.0,1614335793.0,1614335793.0,123.0,1.01932475,43311954.09871482,,4.58348946,0.0,0.0,0.0,0.0,9.64793609350192,6150.0,30346.60141095852,1.0,4.93440673348919,394.1177301547727,-8.461791956950503,,,,,8777540.32815376,0.09,0.4440966060140271,18819712.5,7186.0,14869.0,479006.335600569
2012-04-14,17049.0,631703.0,1614335794.0,1614335794.0,139.0,1.0235231,43539137.42750649,,5.9034423,0.0,0.0,0.0,0.0,10.9029521707054,6950.0,34446.7343940678,1.0,4.95636466101695,403.86296786871634,-7.198448424895229,,,,,8784490.32815376,0.09,0.4460728194915255,18820581.25,7885.0,16634.0,327039.920721379
2012-04-15,16157.0,632725.0,1614335794.0,1614335794.0,107.0,1.0239991,43611674.74663736,,3.43233416,0.0,0.0,0.0,0.0,8.39292001629841,5350.0,26544.56181043251,1.0,4.9616003383986,374.0535614355695,-7.078736935454017,,,,,8789840.32815376,0.09,0.446544030455874,18821250.0,7082.0,14629.0,170681.654766949
2012-04-16,18862.0,633311.0,1614335795.0,1614335795.0,150.0,1.02128074,43553560.800325885,,5.89421381,0.0,0.0,0.0,0.0,11.7657757237828,7500.0,37130.73426943305,1.0,4.95076456925774,350.83917159517426,-5.447646890593296,,,,,8797340.32815376,0.09,0.4455688112331966,18822187.5,8371.0,17905.0,167872.356397789
2012-04-17,18828.0,633542.0,1614335796.0,1614335796.0,135.0,1.02477367,43745275.46240979,,6.81279204,0.0,0.0,0.0,0.0,10.5891981514045,6750.0,33539.02542628582,1.0,4.9687445075979,332.27775442268864,-5.719088371626608,,,,,8804090.32815376,0.09,0.447187005683811,18823031.25,7776.0,16499.0,193126.03249958
2012-04-18,19340.0,634156.0,1614335797.0,1614335797.0,130.0,1.05577307,45148790.33724413,,6.1545368,0.0,0.0,0.0,0.0,10.1970056272785,6500.0,33308.45337960257,1.0,5.12437744301578,332.37772454668954,9.526310830347134,,,,,8810590.32815376,0.09,0.4611939698714202,18823843.75,8396.0,17165.0,450724.209930504
2012-04-19,17558.0,634316.0,1614335798.0,1614335798.0,157.0,1.05634217,45246592.90008861,,5.93884531,0.0,0.0,0.0,0.0,12.3148452575594,7850.0,40277.6161144652,1.0,5.13090651139684,349.24172811604586,6.211692022206999,,,,,8818440.32815376,0.09,0.4617815860257156,18824825.0,7639.0,15265.0,277157.103592837
2012-04-20,19264.0,634741.0,1614335799.0,1614335799.0,154.0,1.10253174,47365623.00814583,,7.17345209,0.0,0.0,0.0,0.0,12.0795297430837,7700.0,41322.17295473406,1.0,5.36651596814728,344.49127685557346,11.402538336105682,,,,,8826140.32815376,0.09,0.4829864371332552,18825787.5,8095.0,17277.0,583956.598068526
2012-04-21,16495.0,635253.0,1614335800.0,1614335800.0,154.0,1.08513311,46665206.22001079,,4.89529447,0.0,0.0,0.0,0.0,12.0795297430837,7700.0,40675.63761016949,1.0,5.28255033898305,276.1147187965056,11.691069851434971,,,,,8833840.32815376,0.09,0.4754295305084745,18826750.0,7180.0,14663.0,344144.391039042
2012-04-22,14447.0,636072.0,1614335800.0,1614335800.0,140.0,1.06645583,45933549.5300151,,4.84142314,0.0,0.0,0.0,0.0,10.9813906755306,7000.0,36369.26296317944,1.0,5.19560899473992,184.0912298886725,10.74177637290776,,,,,8840840.32815376,0.09,0.4676048095265928,18827625.0,6080.0,13122.0,209624.303329595
2012-04-23,17264.0,636787.0,1614335801.0,1614335801.0,135.0,1.05038086,45219044.9331669,,4.41499301,0.0,0.0,0.0,0.0,10.5891981514045,6750.0,34498.49529398013,1.0,5.11088819170076,213.1701967356951,9.864644896646489,,,,,8847590.32815376,0.09,0.4599799372530684,18828468.75,7218.0,15329.0,278674.435078429
2012-04-24,17187.0,637764.0,1614335802.0,1614335802.0,138.0,1.04562838,45050471.466024846,,6.47879029,0.0,0.0,0.0,0.0,10.8245136658802,6900.0,35106.28411069552,1.0,5.08786726241964,225.2106412375984,11.765492141833372,,,,,8854490.32815376,0.09,0.4579080536177676,18829331.25,7455.0,15716.0,416252.260199043
2012-04-25,17264.0,638628.0,1614335803.0,1614335803.0,127.0,1.05274593,45622838.63011806,,5.58132728,0.0,0.0,0.0,0.0,9.9616901128028,6350.0,32694.98315873755,1.0,5.14881624547048,190.7554413380192,11.140185956865327,,,,,8860840.32815376,0.09,0.4633934620923432,18830125.0,7366.0,16626.0,208849.598572666
2012-04-26,19928.0,640464.0,1614335803.0,1614335803.0,155.0,1.04365008,45206923.37657064,,13.42492001,0.0,0.0,0.0,0.0,12.1579682479089,7750.0,39504.9994649328,1.0,5.09741928579778,167.83751985839316,5.945921652560071,,,,,8868590.32815376,0.09,0.4587677357218002,18831093.75,10049.0,21067.0,324863.322261383
2012-04-27,16191.0,640924.0,1614335804.0,1614335804.0,135.0,1.04332334,45227734.41518525,,5.76731988,0.0,0.0,0.0,0.0,10.2376953938086,6750.0,34397.239544053176,1.0,5.09588733985973,122.94212743746404,6.372868207244162,,,,,8875340.32815376,0.09,0.4586298605873757,18831937.5,6873.0,13997.0,160980.622745122
2012-04-28,15943.0,641737.0,1614335805.0,1614335805.0,152.0,1.01826429,44154757.07409649,,7.08320845,0.0,0.0,0.0,0.0,11.3988447025059,7600.0,37777.59856154296,1.0,4.9707366528346,74.37479047034182,3.6851820473209007,,,,,8882940.32815376,0.09,0.447366298755114,18832887.5,7303.0,15270.0,496690.614429714
2012-04-29,16232.0,642508.0,1614335806.0,1614335806.0,179.0,1.00664344,43593436.45400516,,3.94050767,0.0,0.0,0.0,0.0,13.4236394851879,8950.0,43878.325290181136,1.0,4.90260617767387,40.07446221925343,0.8474254714219074,,,,,8891890.32815376,0.09,0.4412345559906483,18834006.25,7661.0,16240.0,115319.925801172
2012-04-30,18877.0,643321.0,1614335806.0,1614335806.0,179.0,1.0154865,43988992.6093628,,5.03599379,0.0,0.0,0.0,0.0,13.4236394851879,8950.0,44231.94544997077,1.0,4.9421168100526,59.72053524306311,1.0703951987291758,,,,,8900840.32815376,0.09,0.444790512904734,18835125.0,9138.0,19517.0,286797.347413055
2012-05-01,20427.0,644130.0,1614335807.0,1614335807.0,170.0,1.02469896,44432102.82168793,,7.12012572,0.0,0.0,0.0,0.0,12.7487078909606,8500.0,42390.66643249566,1.0,4.98713722735243,55.84803835476343,4.043362855257722,,,,,8909340.32815376,0.09,0.4488423504617187,18836187.5,10211.0,22350.0,216687.891682063
2012-05-02,19907.0,645081.0,1614335808.0,1614335808.0,150.0,1.03816859,45060693.99293484,,6.99131507,0.0,0.0,0.0,0.0,11.2488599037887,7500.0,37900.78015414965,1.0,5.05343735388662,50.373708617214255,1.412627589302955,,,,,8916840.32815376,0.09,0.4548093618497958,18837125.0,9777.0,19855.0,507364.286541847
2012-05-03,22009.0,646819.0,1614335809.0,1614335809.0,157.0,1.05122986,45684356.16636899,,10.84808946,0.0,0.0,0.0,0.0,11.7738066992989,7850.0,40183.152884833406,1.0,5.11887297895967,50.1720143841057,3.2815200528494874,,,,,8924690.32815376,0.09,0.4606985681063703,18838106.25,13786.0,28678.0,207002.541356241
2012-05-04,22962.0,647700.0,1614335809.0,1614335809.0,161.0,1.04434248,45427514.25634473,,10.74153325,0.0,0.0,0.0,0.0,12.0737762967332,8050.0,40938.33206043246,1.0,5.08550708825248,52.09053727185131,3.4093186507647406,,,,,8932740.32815376,0.09,0.4576956379427232,18839112.5,14435.0,29843.0,247491.248842442
2012-05-05,19627.0,648816.0,1614335810.0,1614335810.0,167.0,1.0384012,45211871.10384483,,7.6991075,0.0,0.0,0.0,0.0,12.5237306928848,8350.0,42222.94036426071,1.0,5.05663956458212,46.3539491678555,2.759489529926355,,,,,8941090.32815376,0.09,0.4550975608123908,18840156.25,12393.0,25865.0,113329.525059766
2012-05-06,22444.0,646345.0,1614335811.0,1614335811.0,164.0,1.03909745,45174234.63571722,,7.40766949,0.05,0.25239003864699,0.0,0.0,12.298753494809,8200.0,41391.96633810636,1.0,5.0478007729398,38.62774547534619,1.9941644445667337,,,,,8949290.32815376,0.14,0.706692108211572,18841181.25,11029.0,23282.0,119633.98366496
2012-05-07,25802.0,646639.0,1614335812.0,1614335812.0,170.0,1.04315667,45394102.93312127,,14.14263953,0.0,0.0,0.0,0.0,12.7487078909606,8500.0,43074.22486981297,1.0,5.06755586703682,31.670369350531068,7.598000972604724,,,,,8957790.32815376,0.14,0.7094578213851548,18842243.75,18309.0,36697.0,250199.42871023
2012-05-08,23419.0,647727.0,1614335812.0,1614335812.0,176.0,1.034375,45043365.44095108,,12.54121044,0.0,0.0,0.0,0.0,13.1986622871121,8800.0,44206.50452109874,1.0,5.02346642285213,32.05436713344247,5.119415097342163,,,,,8966590.32815376,0.14,0.7032852991992982,18843343.75,17280.0,35691.0,356160.747095194
2012-05-09,25272.0,648315.0,1614335813.0,1614335813.0,166.0,1.03787929,45245170.57456233,,13.45139824,0.0,0.0,0.0,0.0,13.3085059314025,8300.0,41842.84175493867,1.0,5.04130623553478,-10.799659048393236,3.88989204325281,,,,,8974890.32815376,0.14,0.7057828729748692,18844381.25,17387.0,35432.0,239143.703211821
2012-05-10,22041.0,649024.0,1614335814.0,1614335814.0,129.0,1.01481717,44255453.155254096,,9.85749399,0.0,0.0,0.0,0.0,11.1144094560379,6450.0,31782.30224241672,1.0,4.92748871975453,-9.417017800109466,1.77780834398336,,,,,8981340.32815376,0.14,0.6898484207656342,18845187.5,13336.0,26917.0,384221.799154204
2012-05-11,24667.0,649308.0,1614335814.0,1614335814.0,143.0,1.02276513,44616259.12450594,,11.03041115,0.0,0.0,0.0,0.0,12.320624435763,7150.0,35490.52633911456,1.0,4.96370997749854,-21.64475095725739,0.9858960033354968,,,,,8988490.32815376,0.14,0.6949193968497956,18846081.25,16983.0,34608.0,350284.453620352
2012-05-12,22910.0,650067.0,1614335815.0,1614335815.0,128.0,1.01650991,44493514.95805544,,11.06074525,0.02,0.0989306446990064,0.0,0.0,11.0282512432004,6400.0,31657.80630368205,1.0,4.94653223495032,-39.22458478699697,0.9257829742382434,,,,,8994890.32815376,0.16,0.7914451575920513,18846881.25,18144.0,37690.0,128109.264206779
2012-05-13,20661.0,651359.0,1614335816.0,1614335816.0,140.0,1.01723564,44512502.76923229,,12.39102246,0.0,0.0,0.0,0.0,12.0621497972505,7000.0,34613.56537638811,1.0,4.94479505376973,-29.433095605069376,0.210528252769183,,,,,9001890.32815376,0.16,0.7911672086031568,18847756.25,15185.0,31581.0,82853.8756674468
2012-05-14,32619.0,652585.0,1614335817.0,1614335817.0,139.0,1.03132782,45147226.035850845,,27.53764834,0.005,0.0250571796098772,0.0,0.0,11.975991584413,6950.0,34829.479657729375,1.0,5.01143592197545,-27.63190887291569,1.111122056689034,,,,,9008840.32815376,0.165,0.8268869271259492,18848625.0,28372.0,58357.0,281261.915376037
2012-05-15,27730.0,653307.0,1614335817.0,1614335817.0,130.0,1.03590742,45379981.29870543,,21.38313663,0.0,0.0,0.0,0.0,11.2005676688754,6500.0,32718.662602279357,1.0,5.03364040035067,-36.16296064938694,1.4519521331563363,,,,,9015340.32815376,0.165,0.8305506660578605,18849437.5,22976.0,47952.0,257178.673117076
2012-05-16,25132.0,652201.0,1614335818.0,1614335818.0,121.0,1.04782389,45898889.95921177,,11.94194966,0.0,0.0,0.0,0.0,10.4251437533379,6050.0,30781.096279807127,1.0,5.08778450905903,-29.893280726511417,2.7676521047300144,,,,,9021390.32765376,0.165,0.8394844439947399,18850193.75,16700.0,35122.0,378571.606107288
2012-05-17,22883.0,653442.0,1614335819.0,1614335819.0,116.0,1.04954557,45945344.73414308,,11.99430891,0.0,0.0,0.0,0.0,9.99435268915038,5800.0,29520.037781355943,1.0,5.08966168644068,-24.744362752406577,2.4335559749123936,,,,,9027190.32515376,0.165,0.8397941782627122,18850918.75,17558.0,37124.0,160295.135567274
2012-05-18,26196.0,654420.0,1614335820.0,1614335820.0,145.0,1.05722248,46240989.25070914,,17.08644124,0.0,0.0,0.0,0.0,12.492940861438,7250.0,37107.68575,1.0,5.11830148275862,-25.715605423575248,-0.1185697252929786,,,,,9034440.31315376,0.165,0.8445197446551723,18851825.0,24246.0,50028.0,325836.408077216
2012-05-19,32917.0,655133.0,1614335820.0,1614335820.0,149.0,1.05598806,46227078.43836977,,32.76391802,0.0,0.0,0.0,0.0,12.837573712788,7450.0,38088.46629360025,1.0,5.11254581122151,-8.998607138333854,-0.3578451514278541,,,,,9041890.31165376,0.165,0.8435700588515491,18852756.25,36838.0,75574.0,141425.110998906
2012-05-20,28225.0,656081.0,1614335821.0,1614335821.0,138.0,1.05630265,46096356.36361108,,18.77460842,0.0,0.0,0.0,0.0,11.8898333715755,6900.0,35149.986682232615,1.0,5.09420096843951,-16.27990386449633,-5.074335030848398,,,,,9048790.31062876,0.165,0.8405431597925191,18853618.75,29021.0,59129.0,113779.967338167
2012-05-21,30487.0,657800.0,1614335822.0,1614335822.0,126.0,1.05927394,46128634.017214514,,19.64923127,0.0,0.0,0.0,0.0,10.8559348175254,6300.0,32093.59425333138,1.0,5.0942213100526,-24.10228434321244,-3.5651156514431985,,,,,9055090.30912876,0.165,0.840546516158679,18854406.25,31704.0,65413.0,191685.216246849
2012-05-22,27919.0,659359.0,1614335822.0,1614335822.0,115.0,1.05870456,46111877.49790641,,13.11892586,0.0,0.0,0.0,0.0,9.90819447631288,5750.0,29262.55033547632,1.0,5.08913918877849,-27.96950847587214,-2.049226684864483,,,,,9060840.30862876,0.165,0.8397079661484508,18855125.0,23837.0,49319.0,283722.371576986
2012-05-23,28839.0,660750.0,1614335823.0,1614335823.0,130.0,1.0665583,46505109.03655517,,18.77854751,0.0,0.0,0.0,0.0,11.2005676688754,6500.0,33337.58284848043,1.0,5.12885889976622,-30.71600618624665,0.3516161455975716,,,,,9067340.30812876,0.165,0.8462617184614263,18855937.5,26490.0,55321.0,310891.646651671
2012-05-24,28799.0,662414.0,1614335824.0,1614335824.0,125.0,1.06748348,46449140.22970589,,19.52089438,0.0,0.0,0.0,0.0,10.5224859427787,6250.0,31994.735995032122,1.0,5.11915775920514,-40.26158554532394,0.6150022233602704,,,,,9073590.30812876,0.165,0.8446610302688481,18856718.75,27026.0,56408.0,186146.198727219
2012-05-25,30265.0,663248.0,1614335825.0,1614335825.0,121.0,1.07106937,46644625.559023045,,19.88656227,0.0,0.0,0.0,0.0,9.57022460788025,6050.0,31080.52467960257,1.0,5.13727680654588,-41.50323522501851,-0.2241182900001767,,,,,9079640.30662876,0.165,0.8476506730800702,18857475.0,28930.0,59441.0,142364.385093792
2012-05-26,24989.0,664651.0,1614335825.0,1614335825.0,142.0,1.0671858,46378529.921980076,,14.63599884,0.0,0.0,0.0,0.0,11.2311726803223,7100.0,36238.24951402689,1.0,5.10397880479252,-40.154963129842834,0.1286831360531118,,,,,9086740.30511876,0.165,0.8421565027907658,18858362.5,22572.0,46627.0,104918.867004729
2012-05-27,26493.0,666646.0,1614335826.0,1614335826.0,159.0,1.07321035,46697743.55276292,,17.71345233,0.0,0.0,0.0,0.0,12.5757496913468,7950.0,40820.19827331972,1.0,5.13461613500877,-38.50220826126895,0.7600010079913947,,,,,9094690.29911876,0.165,0.847211662276447,18859356.25,26589.0,54515.0,97210.0599164172
2012-05-28,29737.0,668134.0,1614335827.0,1614335827.0,142.0,1.07353739,46749756.86198268,,20.51997152,0.0,0.0,0.0,0.0,11.2311726803223,7100.0,36467.910475277575,1.0,5.13632541905318,-38.86020871289755,3.331272159110492,,,,,9101790.29711876,0.165,0.8474936941437747,18860243.75,29730.0,60923.0,167647.926677234
2012-05-29,34480.0,667776.0,1614335828.0,1614335828.0,126.0,1.07601639,46892736.00025146,,16.22077198,0.0,0.0,0.0,0.0,9.96568843465216,6300.0,32435.365396376375,1.0,5.14847069783752,-41.35698979082591,5.014975938375391,,,,,9108090.29561876,0.165,0.8494976651431908,18861031.25,30163.0,62692.0,374811.792552629
2012-05-30,28755.0,668816.0,1614335828.0,1614335828.0,131.0,1.07393,46833433.28993764,,19.02871557,0.0,0.0,0.0,0.0,10.3611522614241,6550.0,33655.6329286382,1.0,5.13826456925774,-41.085598283459,3.968901722560717,,,,,9114640.29511876,0.165,0.8478136539275271,18861850.0,25386.0,52604.0,249219.642265918
2012-05-31,28044.0,670629.0,1614335829.0,1614335829.0,138.0,1.08799952,47264535.5087476,,12.1167877,0.0,0.0,0.0,0.0,10.9148016189047,6900.0,35753.31407638805,1.0,5.18163972121566,-46.1579419775938,3.900083053589598,,,,,9121540.29451876,0.165,0.8549705540005839,18862712.5,20325.0,43410.0,228847.306842749
2012-06-01,28549.0,672118.0,1614335830.0,1614335830.0,152.0,1.10502904,48082668.48518576,,16.24847818,0.0,0.0,0.0,0.0,12.0221003338661,7600.0,40028.77256107542,1.0,5.26694375803624,-50.78892130753157,4.2249737989808365,,,,,9129140.29351876,0.165,0.8690457200759796,18863662.5,26690.0,55663.0,257578.790677293
2012-06-02,21002.0,672943.0,1614335830.0,1614335830.0,160.0,1.09982963,47911865.72850138,,7.31389457,0.0,0.0,0.0,0.0,12.6548424567012,8000.0,41949.11248158968,1.0,5.24363906019871,-63.24031612318868,2.437374042135274,,,,,9137140.29101876,0.165,0.8652004449327871,18864662.5,12938.0,28457.0,91493.799112722
2012-06-03,31043.0,676069.0,1614335831.0,1614335831.0,153.0,1.09327409,47669093.91673817,,19.88955408,0.0,0.0,0.0,0.0,12.1011930992205,7650.0,39877.19313375221,1.0,5.21270498480421,-71.53508788156151,2.5011841364956022,,,,,9144790.28751876,0.165,0.8600963224926946,18865618.75,34668.0,71346.0,93803.549905579
2012-06-04,42162.0,675441.0,1614335832.0,1614335832.0,155.0,1.10255401,48131066.361903146,,28.81683827,0.0,0.0,0.0,0.0,12.2593786299292,7750.0,40755.43539479839,1.0,5.25876585739334,-68.21219236457101,3.997245408333216,,,,,9152540.28551876,0.165,0.8676963664699011,18866587.5,45794.0,93523.0,314029.916931995
2012-06-05,39781.0,678073.0,1614335833.0,1614335833.0,147.0,1.13624416,49701695.6204058,,29.13634502,0.0,0.0,0.0,0.0,11.6266365070942,7350.0,39881.20506719755,1.0,5.42601429485681,-70.51415493522545,7.492639645061547,,,,,9159890.28401876,0.165,0.8952923586513736,18867506.25,42459.0,86925.0,489988.010850215
2012-06-06,25187.0,679639.0,1614335833.0,1614335833.0,153.0,1.13951888,49927977.56410493,,12.24589512,0.04,0.217846776879018,0.0,0.0,12.1011930992205,7650.0,41663.19607811219,1.0,5.44616942197545,-76.56339656533865,7.471324734699364,,,,,9167540.28301876,0.205,1.1164647315049672,18868462.5,17186.0,36738.0,249332.617420496
2012-06-07,34826.0,678750.0,1614335834.0,1614335834.0,139.0,1.16734111,51259435.12363512,,21.46460519,0.0,0.0,0.0,0.0,10.9793693798666,6950.0,38830.83017783457,1.0,5.58716980976037,-80.75375490384195,11.221402502939217,,,,,9174490.28201876,0.205,1.1453698110008759,18869331.25,32767.0,65397.0,320246.939466273
2012-06-08,28664.0,679608.0,1614335835.0,1614335835.0,141.0,1.17328064,51623477.428412125,,16.44579223,0.0,0.0,0.0,0.0,11.0967278712018,7050.0,39638.83016694919,1.0,5.62252910169492,-80.470917471526,11.529211656757935,,,,,9181540.28101876,0.205,1.1526184658474585,18870212.5,23931.0,49411.0,350022.620904271
2012-06-09,31108.0,680986.0,1614335836.0,1614335836.0,171.0,1.15906527,51069353.14652407,,23.09451736,0.0,0.0,0.0,0.0,13.4577338012448,8550.0,47512.36996832262,1.0,5.55700233547633,-76.89338397740089,12.775546561842969,,,,,9190090.27951876,0.205,1.1391854787726476,18871281.25,33081.0,67197.0,238117.739402781
2012-06-10,33266.0,684042.0,1614335836.0,1614335836.0,166.0,1.13827143,50203835.13773467,,24.40582552,0.0,0.0,0.0,0.0,13.0642328129043,8300.0,45300.51662483924,1.0,5.45789356925774,-62.99669609912704,9.955932034696437,,,,,9198390.27651876,0.205,1.1188681816978368,18872318.75,39755.0,80708.0,151210.833767283
2012-06-11,32475.0,686807.0,1614335837.0,1614335837.0,140.0,1.16358167,51430487.68591338,,18.50693074,0.0,0.0,0.0,0.0,11.0180276735337,7000.0,39108.97887112797,1.0,5.58699698158971,-70.36098628804297,12.94775240953873,,,,,9205390.27591876,0.205,1.1453343812258905,18873193.75,32626.0,69041.0,244006.087301121
2012-06-12,24995.0,687933.0,1614335838.0,1614335838.0,156.0,1.19076668,52768467.13245697,,12.16013868,0.0,0.0,0.0,0.0,12.2772308362233,7800.0,44674.43212951485,1.0,5.72749129865575,-70.69186960734089,15.8286892859052,,,,,9213190.27491876,0.205,1.1741357162244288,18874168.75,19904.0,46926.0,532446.324476706
2012-06-13,46530.0,693000.0,1614335839.0,1614335839.0,150.0,1.22631584,54487837.22417253,,36.92268537,0.0,0.0,0.0,0.0,11.8050296502147,7500.0,44319.75992840445,1.0,5.90930132378726,-69.31466151831029,17.916330085647026,,,,,9220690.27091876,0.205,1.2114067713763883,18875106.25,54952.0,117635.0,411691.6645911
2012-06-14,49894.0,694645.0,1614335839.0,1614335839.0,156.0,1.23632319,55020472.86502545,,38.84375792,0.0,0.0,0.0,0.0,12.2772308362233,7800.0,46503.780820046784,1.0,5.96202318205728,-69.36919700410678,18.44356584633924,,,,,9228490.25991876,0.205,1.2222147523217424,18876081.25,61850.0,134413.0,292765.270286703
2012-06-15,49687.0,694172.0,1614335840.0,1614335840.0,159.0,1.34544986,60252816.28575017,,34.02898644,0.0,0.0,0.0,0.0,12.5133314292276,7950.0,51860.876717402134,1.0,6.52338071917008,-63.61621500065484,28.216529366660616,,,,,9236440.25691876,0.205,1.3372930474298663,18877075.0,55702.0,117872.0,465695.096485087
2012-06-16,39061.0,696303.0,1614335841.0,1614335841.0,156.0,1.32650659,59571347.40222315,,27.69091436,0.0,0.0,0.0,0.0,12.2772308362233,7800.0,50264.43460187026,1.0,6.44415828229106,-58.25340584534163,26.612703933915327,,,,,9244240.25491876,0.205,1.3210524478696672,18878050.0,42429.0,89806.0,545114.150673426
2012-06-17,39723.0,698656.0,1614335842.0,1614335842.0,164.0,1.27481556,57364819.48809164,,26.11405866,0.0,0.0,0.0,0.0,12.9068324175681,8200.0,50839.72520175334,1.0,6.1999664880187,-63.26033858905264,21.133280423276133,,,,,9252440.25091876,0.205,1.2709931300438335,18879075.0,43477.0,95384.0,360822.685872688
2012-06-18,36797.0,701028.0,1614335842.0,1614335842.0,175.0,1.29624188,58445933.08848426,,27.1884845,0.0,0.0,0.0,0.0,13.7725345919172,8750.0,55219.89085037994,1.0,6.31084466861485,-63.9601008695871,23.43839843475236,,,,,9261190.24591876,0.205,1.2937231570660441,18880168.75,38035.0,81329.0,340066.99731852
2012-06-19,36392.0,701958.0,1614335843.0,1614335843.0,147.0,1.33207309,60197562.784370765,,25.76292857,0.0,0.0,0.0,0.0,11.5689290572104,7350.0,47736.97636227351,1.0,6.49482671595558,-62.90941831025514,27.494513000046,,,,,9268540.24241876,0.205,1.331439476770894,18881087.5,36798.0,80895.0,335683.528930975
2012-06-20,32748.0,702972.0,1614335844.0,1614335844.0,145.0,1.37148675,62087975.56125932,,22.09337475,0.0,0.0,0.0,0.0,11.7465395634511,7250.0,48528.2451525424,1.0,6.69355105552309,-61.77454563807716,31.394979686384627,,,,,9275790.24141876,0.205,1.3721779663822333,18881993.75,32390.0,74989.0,503202.918137755
2012-06-21,29558.0,704400.0,1614335845.0,1614335845.0,136.0,1.36507314,61935878.79594004,,31.88133747,0.0,0.0,0.0,0.0,11.6726201299774,6800.0,45371.38502583286,1.0,6.67226250379895,-61.89612005434923,31.1078800617447,,,,,9282590.23991876,0.205,1.3678138132787847,18882843.75,26539.0,60405.0,413217.484532015
2012-06-22,28511.0,705922.0,1614335845.0,1614335845.0,138.0,1.340806,60974000.209522955,,19.36279214,0.0,0.0,0.0,0.0,11.8442763083594,6900.0,45289.95571507889,1.0,6.56376169783752,-62.51574520878624,27.977037897000923,,,,,9289490.23691876,0.205,1.3455711480566916,18883706.25,22303.0,49979.0,431381.885914436
2012-06-23,30627.0,706171.0,1614335846.0,1614335846.0,164.0,1.31590739,59947245.3952569,,17.86318059,0.0,0.0,0.0,0.0,14.0758066273256,8200.0,52869.841850379904,1.0,6.44754168907072,-63.1794530977986,25.949267288684613,,,,,9297690.23391876,0.205,1.3217460462594977,18884731.25,22288.0,50301.0,160930.918427774
2012-06-24,28191.0,708076.0,1614335847.0,1614335847.0,131.0,1.29595593,59086522.12308456,,14.50633007,0.0,0.0,0.0,0.0,11.2434796840223,6550.0,41595.73595265924,1.0,6.35049403857393,-63.73367170377095,23.615959928072748,,,,,9304240.23141876,0.205,1.3018512779076556,18885550.0,22145.0,47722.0,234647.898597758
2012-06-25,34552.0,709653.0,1614335848.0,1614335848.0,154.0,1.28915512,58827936.836920895,,16.30458294,0.0,0.0,0.0,0.0,13.2175257354155,7700.0,48644.54695131501,1.0,6.31747363004091,-61.3878028834809,23.775467564813265,,,,,9311940.22831876,0.205,1.2950820941583865,18886512.5,28753.0,61097.0,434037.478863209
2012-06-26,36059.0,711773.0,1614335848.0,1614335848.0,149.0,1.31046257,59950340.33476917,,18.33350654,0.0,0.0,0.0,0.0,12.7883852894605,7450.0,47924.813174225565,1.0,6.43286082875511,-61.6001010222703,25.284162625024013,,,,,9319390.22631876,0.205,1.3187364698947976,18887443.75,30324.0,65127.0,386610.669935782
2012-06-27,38748.0,712027.0,1614335849.0,1614335849.0,163.0,1.34542168,61708332.83546785,,17.84777969,0.0,0.0,0.0,0.0,13.9899785381346,8150.0,53918.06422238458,1.0,6.61571340151958,-60.99647660923514,28.802458212219488,,,,,9327540.21981876,0.205,1.356221247311514,18888462.5,30153.0,65471.0,378395.381174064
2012-06-28,33425.0,713185.0,1614335850.0,1614335850.0,137.0,1.33892459,61514234.841429844,,16.20129355,0.0,0.0,0.0,0.0,11.7584482191684,6850.0,45141.94273579778,1.0,6.59006463296318,-60.90042468813834,28.00043002538916,,,,,9334390.21731876,0.205,1.350963249757452,18889318.75,26980.0,58230.0,359576.780248061
2012-06-29,33393.0,715463.0,1614335851.0,1614335851.0,146.0,1.35144702,62204229.6617025,,11.98135192,0.6001,3.995931931971452,0.0,0.0,12.5309010218875,7300.0,48609.070327264795,1.0,6.65877675715956,-58.85901361424709,29.5919403800079,,,,,9341690.21281876,0.8051,5.360981167189162,18890231.25,23076.0,48350.0,276938.546900342
2012-06-30,31588.0,718103.0,1614335851.0,1614335851.0,132.0,1.35478588,62450576.142410286,,13.57960179,1.4858141,9.9258735563237,0.0,0.0,11.3293077732133,6600.0,44090.8223119813,1.0,6.68042762302747,-56.67786776860353,28.92497322180055,,,,,9348290.20931876,2.2909141,15.304285835623116,18891056.25,22016.0,46314.0,162984.814519066
2012-07-01,32067.0,720725.0,1614335852.0,1614335852.0,142.0,1.3431952,61996862.02312367,,10.17673021,0.02218,0.1469837568481823,0.0,0.0,12.1875886651234,7100.0,47050.706655639995,1.0,6.62686009234366,-56.92044941506374,25.819837780353645,,,,,9355390.20881876,2.3130941,15.328550981125575,18891943.75,19380.0,41378.0,167638.816555711
