time,AdrActCnt,AdrBalCnt,AssetCompletionTime,AssetEODCompletionTime,BlkCnt,CapMVRVCur,CapMrktCurUSD,CapMrktEstUSD,FeeTotNtv,FlowInExNtv,FlowInExUSD,FlowOutExNtv,FlowOutExUSD,HashRate,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SplyCur,SplyExNtv,SplyExUSD,SplyExpFut10yr,TxCnt,TxTfrCnt,volume_reported_spot_usd_1d
2009-01-26,117.0,1891.0,1614334897.0,1614334897.0,96.0,,,,0.0,0.0,,0.0,,4.7721858844e-06,4800.0,,1.0,,,,,,,,98150.0,0.0,,17094550.0,1.0,1.0,
2009-01-27,101.0,1986.0,1614334898.0,1614334898.0,97.0,,,,0.0,0.0,,0.0,,4.821896154e-06,4850.0,,1.0,,,,,,,,103000.0,0.0,,17095762.5,1.0,1.0,
2009-01-28,112.0,2098.0,1614334899.0,1614334899.0,112.0,,,,0.0,0.0,,0.0,,5.5675501985e-06,5600.0,,1.0,,,,,,,,108600.0,0.0,,17097162.5,0.0,0.0,
2009-01-29,134.0,2207.0,1614334899.0,1614334899.0,121.0,,,,0.0,0.0,,0.0,,6.0149426251e-06,6050.0,,1.0,,,,,,,,114650.0,0.0,,17098675.0,1.0,1.0,
2009-01-30,117.0,2324.0,1614334900.0,1614334900.0,117.0,,,,0.0,0.0,,0.0,,5.8161015466e-06,5850.0,,1.0,,,,,,,,120500.0,0.0,,17100137.5,0.0,0.0,
2009-01-31,159.0,2443.0,1614334901.0,1614334901.0,138.0,,,,0.0,0.0,,0.0,,6.8600172088e-06,6900.0,,1.0,,,,,,,,127400.0,0.0,,17101862.5,1.0,1.0,
2009-02-01,116.0,2555.0,1614334901.0,1614334901.0,113.0,,,,0.0,0.0,,0.0,,5.6172604681e-06,5650.0,,1.0,,,,,,,,133050.0,0.0,,17103275.0,1.0,1.0,
2009-02-02,130.0,2683.0,1614334902.0,1614334902.0,128.0,,,,0.0,0.0,,0.0,,6.3629145125e-06,6400.0,,1.0,,,,,,,,139450.0,0.0,,17104875.0,1.0,1.0,
2009-02-03,154.0,2831.0,1614334903.0,1614334903.0,139.0,,,,2.01,0.0,,0.0,,6.9097274785e-06,6950.0,,1.0,,,,,,,,146400.0,0.0,,17106612.5,16.0,12.0,
2009-02-04,119.0,2950.0,1614334903.0,1614334903.0,119.0,,,,0.0,0.0,,0.0,,5.9155220859e-06,5950.0,,1.0,,,,,,,,152350.0,0.0,,17108100.0,0.0,0.0,
2009-02-05,126.0,3076.0,1614334904.0,1614334904.0,126.0,,,,0.0,0.0,,0.0,,6.2634939733e-06,6300.0,,1.0,,,,,,,,158650.0,0.0,,17109675.0,0.0,0.0,
2009-02-06,122.0,3198.0,1614334905.0,1614334905.0,122.0,,,,0.0,0.0,,0.0,,6.0646528948e-06,6100.0,,1.0,,,,,,,,164750.0,0.0,,17111200.0,0.0,0.0,
2009-02-07,156.0,3308.0,1614334906.0,1614334906.0,129.0,,,,0.0,0.0,,0.0,,6.4126247822e-06,6450.0,,1.0,,,,,,,,171200.0,0.0,,17112812.5,4.0,4.0,
2009-02-08,134.0,3440.0,1614334906.0,1614334906.0,132.0,,,,0.0,0.0,,0.0,,6.5617555911e-06,6600.0,,1.0,,,,,,,,177800.0,0.0,,17114462.5,1.0,1.0,
2009-02-09,179.0,3530.0,1614334907.0,1614334907.0,134.0,,,,0.0,0.0,,0.0,,6.6611761303e-06,6700.0,,1.0,,,,,,,,184500.0,0.0,,17116137.5,1.0,1.0,
2009-02-10,120.0,3650.0,1614334908.0,1614334908.0,120.0,,,,0.0,0.0,,0.0,,5.9652323555e-06,6000.0,,1.0,,,,,,,,190500.0,0.0,,17117637.5,0.0,0.0,
2009-02-11,148.0,3771.0,1614334908.0,1614334908.0,133.0,,,,0.0,0.0,,0.0,,6.6114658607e-06,6650.0,,1.0,,,,,,,,197150.0,0.0,,17119300.0,2.0,2.0,
2009-02-12,119.0,3890.0,1614334909.0,1614334909.0,119.0,,,,0.0,0.0,,0.0,,5.9155220859e-06,5950.0,,1.0,,,,,,,,203100.0,0.0,,17120787.5,0.0,0.0,
2009-02-13,124.0,4014.0,1614334910.0,1614334910.0,124.0,,,,0.0,0.0,,0.0,,6.164073434e-06,6200.0,,1.0,,,,,,,,209300.0,0.0,,17122337.5,0.0,0.0,
2009-02-14,136.0,4150.0,1614334910.0,1614334910.0,136.0,,,,0.0,0.0,,0.0,,6.7605966696e-06,6800.0,,1.0,,,,,,,,216100.0,0.0,,17124037.5,0.0,0.0,
2009-02-15,142.0,4268.0,1614334911.0,1614334911.0,128.0,,,,0.0,0.0,,0.0,,6.3629145125e-06,6400.0,,1.0,,,,,,,,222500.0,0.0,,17125637.5,3.0,3.0,
2009-02-16,153.0,4360.0,1614334912.0,1614334912.0,122.0,,,,0.0,0.0,,0.0,,6.0646528948e-06,6100.0,,1.0,,,,,,,,228600.0,0.0,,17127162.5,1.0,1.0,
2009-02-17,117.0,4477.0,1614334912.0,1614334912.0,117.0,,,,0.0,0.0,,0.0,,5.8161015466e-06,5850.0,,1.0,,,,,,,,234450.0,0.0,,17128625.0,0.0,0.0,
2009-02-18,118.0,4595.0,1614334913.0,1614334913.0,118.0,,,,0.0,0.0,,0.0,,5.8658118162e-06,5900.0,,1.0,,,,,,,,240350.0,0.0,,17130100.0,0.0,0.0,
2009-02-19,141.0,4703.0,1614334914.0,1614334914.0,124.0,,,,0.0,0.0,,0.0,,6.164073434e-06,6200.0,,1.0,,,,,,,,246550.0,0.0,,17131650.0,1.0,1.0,
2009-02-20,122.0,4825.0,1614334914.0,1614334914.0,122.0,,,,0.0,0.0,,0.0,,6.0646528948e-06,6100.0,,1.0,,,,,,,,252650.0,0.0,,17133175.0,0.0,0.0,
2009-02-21,114.0,4939.0,1614334915.0,1614334915.0,114.0,,,,0.0,0.0,,0.0,,5.6669707377e-06,5700.0,,1.0,,,,,,,,258350.0,0.0,,17134600.0,0.0,0.0,
2009-02-22,133.0,5053.0,1614334916.0,1614334916.0,121.0,,,,0.0,0.0,,0.0,,6.0149426251e-06,6050.0,,1.0,,,,,,,,264400.0,0.0,,17136112.5,4.0,4.0,
2009-02-23,108.0,5161.0,1614334916.0,1614334916.0,108.0,,,,0.0,0.0,,0.0,,5.36870912e-06,5400.0,,1.0,,,,,,,,269800.0,0.0,,17137462.5,0.0,0.0,
2009-02-24,106.0,5267.0,1614334917.0,1614334917.0,106.0,,,,0.0,0.0,,0.0,,5.2692885807e-06,5300.0,,1.0,,,,,,,,275100.0,0.0,,17138787.5,0.0,0.0,
2009-02-25,105.0,5372.0,1614334918.0,1614334918.0,105.0,,,,0.0,0.0,,0.0,,5.2195783111e-06,5250.0,,1.0,,,,,,,,280350.0,0.0,,17140100.0,0.0,0.0,
2009-02-26,107.0,5479.0,1614334918.0,1614334918.0,107.0,,,,0.0,0.0,,0.0,,5.3189988503e-06,5350.0,,1.0,,,,,,,,285700.0,0.0,,17141437.5,0.0,0.0,
2009-02-27,152.0,5558.0,1614334919.0,1614334919.0,115.0,,,,0.0,0.0,,0.0,,5.7166810074e-06,5750.0,,1.0,,,,,,,,291450.0,0.0,,17142875.0,1.0,1.0,
2009-02-28,107.0,5650.0,1614334920.0,1614334920.0,99.0,,,,0.0,0.0,,0.0,,4.9213166933e-06,4950.0,,1.0,,,,,,,,296400.0,0.0,,17144112.5,1.0,1.0,
2009-03-01,105.0,5755.0,1614334920.0,1614334920.0,105.0,,,,0.0,0.0,,0.0,,5.2195783111e-06,5250.0,,1.0,,,,,,,,301650.0,0.0,,17145425.0,0.0,0.0,
2009-03-02,108.0,5863.0,1614334921.0,1614334921.0,108.0,,,,0.0,0.0,,0.0,,5.36870912e-06,5400.0,,1.0,,,,,,,,307050.0,0.0,,17146775.0,0.0,0.0,
2009-03-03,114.0,5960.0,1614334922.0,1614334922.0,105.0,,,,0.0,0.0,,0.0,,5.2195783111e-06,5250.0,,1.0,,,,,,,,312300.0,0.0,,17148087.5,2.0,2.0,
2009-03-04,130.0,6040.0,1614334922.0,1614334922.0,104.0,,,,0.0,0.0,,0.0,,5.1698680414e-06,5200.0,,1.0,,,,,,,,317500.0,0.0,,17149387.5,2.0,2.0,
2009-03-05,121.0,6144.0,1614334923.0,1614334923.0,112.0,,,,0.0,0.0,,0.0,,5.5675501985e-06,5600.0,,1.0,,,,,,,,323100.0,0.0,,17150787.5,1.0,1.0,
2009-03-06,117.0,6261.0,1614334924.0,1614334924.0,117.0,,,,0.0,0.0,,0.0,,5.8161015466e-06,5850.0,,1.0,,,,,,,,328950.0,0.0,,17152250.0,0.0,0.0,
2009-03-07,109.0,6370.0,1614334924.0,1614334924.0,109.0,,,,0.0,0.0,,0.0,,5.4184193896e-06,5450.0,,1.0,,,,,,,,334400.0,0.0,,17153612.5,0.0,0.0,
2009-03-08,142.0,6461.0,1614334925.0,1614334925.0,115.0,,,,0.0,0.0,,0.0,,5.7166810074e-06,5750.0,,1.0,,,,,,,,340150.0,0.0,,17155050.0,3.0,3.0,
2009-03-09,108.0,6569.0,1614334926.0,1614334926.0,108.0,,,,0.0,0.0,,0.0,,5.36870912e-06,5400.0,,1.0,,,,,,,,345550.0,0.0,,17156400.0,0.0,0.0,
2009-03-10,107.0,6676.0,1614334926.0,1614334926.0,107.0,,,,0.0,0.0,,0.0,,5.3189988503e-06,5350.0,,1.0,,,,,,,,350900.0,0.0,,17157737.5,0.0,0.0,
2009-03-11,114.0,6790.0,1614334927.0,1614334927.0,114.0,,,,0.0,0.0,,0.0,,5.6669707377e-06,5700.0,,1.0,,,,,,,,356600.0,0.0,,17159162.5,0.0,0.0,
2009-03-12,122.0,6906.0,1614334928.0,1614334928.0,118.0,,,,0.0,0.0,,0.0,,5.8658118162e-06,5900.0,,1.0,,,,,,,,362500.0,0.0,,17160637.5,1.0,1.0,
2009-03-13,127.0,7006.0,1614334928.0,1614334928.0,113.0,,,,0.0,0.0,,0.0,,5.6172604681e-06,5650.0,,1.0,,,,,,,,368150.0,0.0,,17162050.0,1.0,1.0,
2009-03-14,110.0,7116.0,1614334929.0,1614334929.0,110.0,,,,0.0,0.0,,0.0,,5.4681296592e-06,5500.0,,1.0,,,,,,,,373650.0,0.0,,17163425.0,0.0,0.0,
2009-03-15,123.0,7239.0,1614334930.0,1614334930.0,123.0,,,,0.0,0.0,,0.0,,6.1143631644e-06,6150.0,,1.0,,,,,,,,379800.0,0.0,,17164962.5,0.0,0.0,
2009-03-16,170.0,7312.0,1614334930.0,1614334930.0,121.0,,,,0.0,0.0,,0.0,,6.0149426251e-06,6050.0,,1.0,,,,,,,,385850.0,0.0,,17166475.0,1.0,1.0,
2009-03-17,114.0,7426.0,1614334931.0,1614334931.0,114.0,,,,0.0,0.0,,0.0,,5.6669707377e-06,5700.0,,1.0,,,,,,,,391550.0,0.0,,17167900.0,0.0,0.0,
2009-03-18,129.0,7526.0,1614334932.0,1614334932.0,114.0,,,,0.0,0.0,,0.0,,5.6669707377e-06,5700.0,,1.0,,,,,,,,397250.0,0.0,,17169325.0,2.0,2.0,
2009-03-19,122.0,7648.0,1614334933.0,1614334933.0,122.0,,,,0.0,0.0,,0.0,,6.0646528948e-06,6100.0,,1.0,,,,,,,,403350.0,0.0,,17170850.0,0.0,0.0,
2009-03-20,131.0,7754.0,1614334933.0,1614334933.0,118.0,,,,0.0,0.0,,0.0,,5.8658118162e-06,5900.0,,1.0,,,,,,,,409250.0,0.0,,17172325.0,1.0,1.0,
2009-03-21,50.0,7804.0,1614334934.0,1614334934.0,50.0,,,,0.0,0.0,,0.0,,2.4855134814e-06,2500.0,,1.0,,,,,,,,411750.0,0.0,,17172950.0,0.0,0.0,
2009-03-22,131.0,7912.0,1614334935.0,1614334935.0,119.0,,,,0.0,0.0,,0.0,,5.9155220859e-06,5950.0,,1.0,,,,,,,,417700.0,0.0,,17174437.5,2.0,2.0,
2009-03-23,130.0,8042.0,1614334935.0,1614334935.0,130.0,,,,0.0,0.0,,0.0,,6.4623350518e-06,6500.0,,1.0,,,,,,,,424200.0,0.0,,17176062.5,0.0,0.0,
2009-03-24,105.0,8147.0,1614334936.0,1614334936.0,105.0,,,,0.0,0.0,,0.0,,5.2195783111e-06,5250.0,,1.0,,,,,,,,429450.0,0.0,,17177375.0,0.0,0.0,
2009-03-25,117.0,8264.0,1614334937.0,1614334937.0,117.0,,,,0.0,0.0,,0.0,,5.8161015466e-06,5850.0,,1.0,,,,,,,,435300.0,0.0,,17178837.5,0.0,0.0,
2009-03-26,146.0,8353.0,1614334938.0,1614334938.0,117.0,,,,0.0,0.0,,0.0,,5.8161015466e-06,5850.0,,1.0,,,,,,,,441150.0,0.0,,17180300.0,1.0,1.0,
2009-03-27,106.0,8459.0,1614334938.0,1614334938.0,106.0,,,,0.0,0.0,,0.0,,5.2692885807e-06,5300.0,,1.0,,,,,,,,446450.0,0.0,,17181625.0,0.0,0.0,
2009-03-28,140.0,8558.0,1614334939.0,1614334939.0,119.0,,,,0.0,0.0,,0.0,,5.9155220859e-06,5950.0,,1.0,,,,,,,,452400.0,0.0,,17183112.5,3.0,3.0,
2009-03-29,116.0,8674.0,1614334940.0,1614334940.0,116.0,,,,0.0,0.0,,0.0,,5.766391277e-06,5800.0,,1.0,,,,,,,,458200.0,0.0,,17184562.5,0.0,0.0,
2009-03-30,120.0,8794.0,1614334940.0,1614334940.0,120.0,,,,0.0,0.0,,0.0,,5.9652323555e-06,6000.0,,1.0,,,,,,,,464200.0,0.0,,17186062.5,0.0,0.0,
